0_0_232_36_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
48_48_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
49_49_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
50_50_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
51_51_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
52_52_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
53_53_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
54_54_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
55_55_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
56_56_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
57_57_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
58_58_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
59_59_233_48_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
60_60_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
61_61_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
62_62_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
63_63_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
64_64_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
65_65_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
66_66_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
67_67_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
68_68_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
69_69_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
70_70_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
71_71_234_60_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
72_72_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
73_73_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
74_74_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
75_75_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
76_76_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
77_77_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
78_78_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
79_79_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
80_80_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
81_81_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
82_82_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
83_83_235_72_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
84_84_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
85_85_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
86_86_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
87_87_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
88_88_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
89_89_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
90_90_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
91_91_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
92_92_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
93_93_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
94_94_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
95_95_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
96_96_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
97_97_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
98_98_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
99_99_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
100_100_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
101_101_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
102_102_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
103_103_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
104_104_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
105_105_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
106_106_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
107_107_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
108_108_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
109_109_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
110_110_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
111_111_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
112_112_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
113_113_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
114_114_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
115_115_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
116_116_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
117_117_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
118_118_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
119_119_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
120_120_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
121_121_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
122_122_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
123_123_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
124_124_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
125_125_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
126_126_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
127_127_236_84_0_38_32_64_0_0_0_0_0_24_0_[0, 11, 13, 64]_[0, 64, 50, 0]
