0_0_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
49_49_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
50_50_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
51_51_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
52_52_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
53_53_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
54_54_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
55_55_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
56_56_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
57_57_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
58_58_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
59_59_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
60_60_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
61_61_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
62_62_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
63_63_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
64_64_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
65_65_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
66_66_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
67_67_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
68_68_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
69_69_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
70_70_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
71_71_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
72_72_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
73_73_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
74_74_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
75_75_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
76_76_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
77_77_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
78_78_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
79_79_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
80_80_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
81_81_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
82_82_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
83_83_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
84_84_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
85_85_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
86_86_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
87_87_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
88_88_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
89_89_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
90_90_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
91_91_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
92_92_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
93_93_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
94_94_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
95_95_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
96_96_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
97_97_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
98_98_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
99_99_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
100_100_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
101_101_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
102_102_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
103_103_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
104_104_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
105_105_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
106_106_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
107_107_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
108_108_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
109_109_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
110_110_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
111_111_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
112_112_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
113_113_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
114_114_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
115_115_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
116_116_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
117_117_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
118_118_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
119_119_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
120_120_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
121_121_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
122_122_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
123_123_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
124_124_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
125_125_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
126_126_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
127_127_207_60_0_33_49_64_0_0_0_0_0_24_0_[0, 64, 1, 30]_[0, 64, 2, 0]
