0_0_188_50_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
53_53_188_50_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
54_54_188_50_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
55_55_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
56_56_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
57_57_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
58_58_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
59_59_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
60_60_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
61_61_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
62_62_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
63_63_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
64_64_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
65_65_189_60_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
66_66_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
67_67_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
68_68_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
69_69_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
70_70_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
71_71_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
72_72_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
73_73_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
74_74_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
75_75_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
76_76_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
77_77_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
78_78_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
79_79_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
80_80_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
81_81_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
82_82_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
83_83_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
84_84_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
85_85_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
86_86_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
87_87_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
88_88_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
89_89_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
90_90_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
91_91_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
92_92_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
93_93_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
94_94_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
95_95_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
96_96_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
97_97_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
98_98_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
99_99_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
100_100_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
101_101_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
102_102_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
103_103_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
104_104_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
105_105_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
106_106_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
107_107_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
108_108_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
109_109_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
110_110_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
111_111_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
112_112_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
113_113_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
114_114_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
115_115_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
116_116_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
117_117_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
118_118_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
119_119_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
120_120_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
121_121_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
122_122_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
123_123_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
124_124_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
125_125_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
126_126_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
127_127_190_72_0_43_32_64_0_0_0_0_0_24_0_[0, 64]_[0, 64, 1, 0]
