0_0_28_60_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
85_85_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
86_86_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
87_87_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
88_88_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
89_89_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
90_90_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
91_91_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
92_92_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
93_93_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
94_94_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
95_95_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
96_96_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
97_97_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
98_98_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
99_99_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
100_100_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
101_101_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
102_102_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
103_103_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
104_104_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
105_105_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
106_106_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
107_107_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
108_108_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
109_109_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
110_110_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
111_111_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
112_112_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
113_113_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
114_114_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
115_115_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
116_116_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
117_117_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
118_118_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
119_119_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
120_120_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
121_121_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
122_122_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
123_123_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
124_124_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
125_125_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
126_126_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
127_127_412_73_0_23_32_64_0_0_0_0_0_24_0_[0, 64, 64, 0]_[0, 64, 65, 0]
